	cand_id	database match	percent identity	align length	e-value	BGC match	domain class	domain subclass	
C1467	NZ_CP066263.1.region009_6_3_1070_1508	syringomycin_C05_LCL	62	439	1.40e-170	syringomycin	LCL	no subclass
C1305	NZ_CP066263.1.region009_6_3_2161_2592	arthrofactin_C04_DCL	60	432	6.30e-164	arthrofactin	DCL	no subclass
C1096	NZ_CP066263.1.region009_6_3_3209_3650	syringomycin_C07_LCL	58	442	3.37e-158	syringomycin	LCL	no subclass
C873	NZ_CP066263.1.region009_6_3_4276_4713	syringomycin_C09_LCL	56	438	2.08e-151	syringomycin	LCL	no subclass
C567	NZ_CP066263.1.region009_6_3_5342_5779	nostopeptolide_C07_LCL	50	438	1.62e-132	nostopeptolide	LCL	no subclass
C1656	NZ_CP066263.1.region009_6_3_88_458	syringomycin_C01_starter	44	375	2.68e-105	syringomycin	starter	no subclass
C1468	NZ_CP026568.1.region010_6_3_1070_1508	syringomycin_C05_LCL	62	439	1.40e-170	syringomycin	LCL	no subclass
C1306	NZ_CP026568.1.region010_6_3_2161_2592	arthrofactin_C04_DCL	60	432	6.31e-164	arthrofactin	DCL	no subclass
C1097	NZ_CP026568.1.region010_6_3_3209_3650	syringomycin_C07_LCL	58	442	8.51e-158	syringomycin	LCL	no subclass
C875	NZ_CP026568.1.region010_6_3_4279_4712	syringomycin_C09_LCL	55	434	1.15e-149	syringomycin	LCL	no subclass
C572	NZ_CP026568.1.region010_6_3_5341_5786	anabaenopeptilide_C02_LCL	48	446	4.23e-124	anabaenopeptilide	LCL	no subclass
C1657	NZ_CP026568.1.region010_6_3_88_458	syringomycin_C01_starter	45	375	3.58e-107	syringomycin	starter	no subclass
C1462	NZ_AP020337.1.region009_6_2_1070_1508	syringomycin_C05_LCL	62	439	1.40e-170	syringomycin	LCL	no subclass
C1302	NZ_AP020337.1.region009_6_2_2161_2592	arthrofactin_C02_DCL	60	432	2.77e-164	arthrofactin	DCL	no subclass
C1094	NZ_AP020337.1.region009_6_2_3209_3650	syringomycin_C07_LCL	58	442	4.58e-158	syringomycin	LCL	no subclass
C871	NZ_AP020337.1.region009_6_2_4276_4709	syringomycin_C09_LCL	55	434	3.85e-151	syringomycin	LCL	no subclass
C1652	NZ_AP020337.1.region009_6_2_88_458	syringomycin_C01_starter	45	375	3.57e-107	syringomycin	starter	no subclass
C1463	NC_007005.1.region009_6_2_1070_1508	syringomycin_C05_LCL	62	439	1.40e-170	syringomycin	LCL	no subclass
C1307	NC_007005.1.region009_6_2_2161_2592	arthrofactin_C04_DCL	60	432	1.17e-163	arthrofactin	DCL	no subclass
C569	NC_007005.1.region009_6_2_5350_5791	syringomycin_C07_LCL	58	442	3.98e-157	syringomycin	LCL	no subclass
C874	NC_007005.1.region009_6_2_4282_4719	nostopeptolide_C07_LCL	50	438	6.56e-131	nostopeptolide	LCL	no subclass
C1654	NC_007005.1.region009_6_2_88_458	syringomycin_C01_starter	45	375	3.58e-107	syringomycin	starter	no subclass
C452	NZ_LT962481.1.region004_2_2_1071_1509	syringomycin_C05_LCL	62	439	4.80e-170	syringomycin	LCL	no subclass
C825	NZ_LT962481.1.region004_2_2_2162_2593	arthrofactin_C04_DCL	60	432	2.95e-163	arthrofactin	DCL	no subclass
C1451	NZ_LT962481.1.region004_2_2_5342_5783	syringomycin_C07_LCL	58	442	1.16e-157	syringomycin	LCL	no subclass
C1076	NZ_LT962481.1.region004_2_2_3210_3647	nostopeptolide_C07_LCL	51	438	4.08e-132	nostopeptolide	LCL	no subclass
C110	NZ_LT962481.1.region004_2_2_88_458	syringomycin_C01_starter	44	375	1.23e-106	syringomycin	starter	no subclass
C1466	NZ_LT962480.1.region009_6_1_1070_1508	syringomycin_C05_LCL	62	439	1.65e-169	syringomycin	LCL	no subclass
C1304	NZ_LT962480.1.region009_6_1_2161_2592	arthrofactin_C02_DCL	60	432	1.77e-163	arthrofactin	DCL	no subclass
C1095	NZ_LT962480.1.region009_6_1_3209_3650	syringomycin_C07_LCL	58	442	1.86e-156	syringomycin	LCL	no subclass
C872	NZ_LT962480.1.region009_6_1_4279_4712	syringomycin_C09_LCL	56	434	2.83e-151	syringomycin	LCL	no subclass
C568	NZ_LT962480.1.region009_6_1_5341_5783	anabaenopeptilide_C04_LCL	49	443	1.05e-129	anabaenopeptilide	LCL	no subclass
C111	NZ_LT962480.1.region009_6_1_88_458	syringomycin_C01_starter	44	375	1.67e-106	syringomycin	starter	no subclass
C1464	NZ_CP045799.1.region009_6_3_1070_1508	syringomycin_C05_LCL	61	439	2.25e-169	syringomycin	LCL	no subclass
C1286	NZ_CP045799.1.region009_6_3_2161_2592	arthrofactin_C02_DCL	60	432	1.10e-164	arthrofactin	DCL	no subclass
C1093	NZ_CP045799.1.region009_6_3_3209_3650	syringomycin_C07_LCL	58	442	7.37e-157	syringomycin	LCL	no subclass
C570	NZ_CP045799.1.region009_6_3_5338_5771	syringomycin_C09_LCL	55	434	1.15e-149	syringomycin	LCL	no subclass
C1653	NZ_CP045799.1.region009_6_3_88_458	syringomycin_C01_starter	44	375	1.45e-105	syringomycin	starter	no subclass
C1126	NZ_CP110109.1.region002_1_3_40_479	nostopeptolide_C08_LCL	50	440	6.12e-137	nostopeptolide	LCL	no subclass
C1479	NZ_CP110109.1.region002_1_3_2145_2584	anabaenopeptilide_C03_LCL	50	440	6.63e-129	anabaenopeptilide	LCL	no subclass
C1340	NZ_CP110109.1.region002_1_3_1102_1540	nostopeptolide_C03_LCL	48	439	1.23e-128	nostopeptolide	LCL	no subclass
C1108	NZ_CP092833.1.region005_3_3_40_479	nostopeptolide_C08_LCL	50	440	6.12e-137	nostopeptolide	LCL	no subclass
C1335	NZ_CP092833.1.region005_3_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.64e-129	nostopeptolide	LCL	no subclass
C1477	NZ_CP092833.1.region005_3_3_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.97e-127	anabaenopeptilide	LCL	no subclass
C1127	NZ_CP063158.1.region005_3_1_40_479	nostopeptolide_C08_LCL	50	440	6.12e-137	nostopeptolide	LCL	no subclass
C1480	NZ_CP063158.1.region005_3_1_2145_2584	anabaenopeptilide_C03_LCL	50	440	6.63e-129	anabaenopeptilide	LCL	no subclass
C1341	NZ_CP063158.1.region005_3_1_1102_1540	nostopeptolide_C03_LCL	48	439	1.23e-128	nostopeptolide	LCL	no subclass
C1408	NZ_CP036114.1.region002_6_2_40_479	nostopeptolide_C08_LCL	50	440	8.33e-137	nostopeptolide	LCL	no subclass
C1235	NZ_CP036114.1.region002_6_2_1102_1540	nostopeptolide_C03_LCL	49	439	1.90e-131	nostopeptolide	LCL	no subclass
C990	NZ_CP036114.1.region002_6_2_2145_2584	anabaenopeptilide_C03_LCL	50	440	3.65e-127	anabaenopeptilide	LCL	no subclass
C557	NZ_CP036114.1.region002_6_2_3663_4089	microcystin_C05_DCL	40	435	4.12e-106	microcystin	DCL	no subclass
C1412	NZ_CP036093.1.region002_6_1_40_479	nostopeptolide_C08_LCL	50	440	8.33e-137	nostopeptolide	LCL	no subclass
C1234	NZ_CP036093.1.region002_6_1_1102_1540	nostopeptolide_C03_LCL	49	439	1.90e-131	nostopeptolide	LCL	no subclass
C994	NZ_CP036093.1.region002_6_1_2145_2584	anabaenopeptilide_C03_LCL	50	440	3.65e-127	anabaenopeptilide	LCL	no subclass
C548	NZ_CP036093.1.region002_6_1_3663_4089	microcystin_C05_DCL	40	435	4.12e-106	microcystin	DCL	no subclass
C1258	NZ_CP024655.1.region009_4_2_40_479	nostopeptolide_C08_LCL	50	440	8.33e-137	nostopeptolide	LCL	no subclass
C1342	NZ_CP024655.1.region009_4_2_1102_1540	nostopeptolide_C03_LCL	48	439	1.23e-128	nostopeptolide	LCL	no subclass
C819	NZ_CP024655.1.region009_4_2_2145_2584	anabaenopeptilide_C03_LCL	50	440	3.10e-128	anabaenopeptilide	LCL	no subclass
C1107	NZ_CP020743.1.region005_2_3_40_479	nostopeptolide_C08_LCL	50	440	6.12e-137	nostopeptolide	LCL	no subclass
C1336	NZ_CP020743.1.region005_2_3_1102_1540	nostopeptolide_C03_LCL	48	439	5.63e-130	nostopeptolide	LCL	no subclass
C1478	NZ_CP020743.1.region005_2_3_2145_2584	anabaenopeptilide_C03_LCL	50	440	2.68e-127	anabaenopeptilide	LCL	no subclass
C1157	NZ_CP089601.1.region005_3_5_40_479	nostopeptolide_C08_LCL	50	440	1.54e-136	nostopeptolide	LCL	no subclass
C1371	NZ_CP089601.1.region005_3_5_1102_1540	nostopeptolide_C02_LCL	49	447	5.41e-130	nostopeptolide	LCL	no subclass
C1494	NZ_CP089601.1.region005_3_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.45e-127	anabaenopeptilide	LCL	no subclass
C1343	NZ_CP052061.1.region006_4_5_40_479	nostopeptolide_C08_LCL	50	440	1.54e-136	nostopeptolide	LCL	no subclass
C1128	NZ_CP052061.1.region006_4_5_1102_1540	nostopeptolide_C03_LCL	49	439	1.39e-131	nostopeptolide	LCL	no subclass
C900	NZ_CP052061.1.region006_4_5_2145_2584	anabaenopeptilide_C03_LCL	49	440	4.97e-127	anabaenopeptilide	LCL	no subclass
C1156	NZ_CP022445.1.region005_2_5_40_479	nostopeptolide_C08_LCL	50	440	1.54e-136	nostopeptolide	LCL	no subclass
C1370	NZ_CP022445.1.region005_2_5_1102_1540	nostopeptolide_C02_LCL	49	447	5.41e-130	nostopeptolide	LCL	no subclass
C1496	NZ_CP022445.1.region005_2_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.97e-127	anabaenopeptilide	LCL	no subclass
C1154	NZ_CP091476.1.region005_2_4_40_479	nostopeptolide_C08_LCL	50	440	3.89e-136	nostopeptolide	LCL	no subclass
C1355	NZ_CP091476.1.region005_2_4_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1495	NZ_CP091476.1.region005_2_4_2145_2584	anabaenopeptilide_C04_LCL	50	440	9.20e-127	anabaenopeptilide	LCL	no subclass
C1409	NZ_CP085410.1.region002_6_1_40_479	nostopeptolide_C08_LCL	50	440	3.89e-136	nostopeptolide	LCL	no subclass
C1236	NZ_CP085410.1.region002_6_1_1102_1540	nostopeptolide_C03_LCL	48	439	4.14e-130	nostopeptolide	LCL	no subclass
C991	NZ_CP085410.1.region002_6_1_2145_2584	anabaenopeptilide_C03_LCL	49	440	2.68e-127	anabaenopeptilide	LCL	no subclass
C555	NZ_CP085410.1.region002_6_1_3663_4089	microcystin_C05_DCL	40	435	4.12e-106	microcystin	DCL	no subclass
C1405	NZ_CP012483.1.region006_5_3_40_479	nostopeptolide_C08_LCL	50	440	3.89e-136	nostopeptolide	LCL	no subclass
C1230	NZ_CP012483.1.region006_5_3_1102_1540	nostopeptolide_C03_LCL	48	439	1.42e-129	nostopeptolide	LCL	no subclass
C1537	NZ_CP012483.1.region006_5_3_2145_2584	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1106	NZ_CP068717.1.region006_1_5_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1314	NZ_CP068717.1.region006_1_5_1102_1540	nostopeptolide_C03_LCL	48	439	1.64e-130	nostopeptolide	LCL	no subclass
C1469	NZ_CP068717.1.region006_1_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.67e-128	anabaenopeptilide	LCL	no subclass
C1077	NZ_CP067375.1.region005_1_2_40_479	nostopeptolide_C08_LCL	50	440	5.30e-136	nostopeptolide	LCL	no subclass
C1261	NZ_CP067375.1.region005_1_2_1102_1540	nostopeptolide_C02_LCL	49	447	1.86e-129	nostopeptolide	LCL	no subclass
C1450	NZ_CP067375.1.region005_1_2_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.08e-125	anabaenopeptilide	LCL	no subclass
C1298	NZ_CP065509.1.region004_5_2_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1366	NZ_CP065509.1.region004_5_2_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1486	NZ_CP065509.1.region004_5_2_2145_2584	anabaenopeptilide_C04_LCL	50	440	3.65e-127	anabaenopeptilide	LCL	no subclass
C1087	NZ_CP063975.1.region006_2_3_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1280	NZ_CP063975.1.region006_2_3_1102_1540	nostopeptolide_C03_LCL	48	439	1.42e-129	nostopeptolide	LCL	no subclass
C1456	NZ_CP063975.1.region006_2_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	2.68e-127	anabaenopeptilide	LCL	no subclass
C1411	NZ_CP053657.2.region002_6_3_40_479	nostopeptolide_C08_LCL	50	440	5.30e-136	nostopeptolide	LCL	no subclass
C1233	NZ_CP053657.2.region002_6_3_1102_1540	nostopeptolide_C03_LCL	48	439	4.14e-130	nostopeptolide	LCL	no subclass
C992	NZ_CP053657.2.region002_6_3_2145_2584	anabaenopeptilide_C04_LCL	50	440	3.65e-127	anabaenopeptilide	LCL	no subclass
C553	NZ_CP053657.2.region002_6_3_3663_4089	microcystin_C05_DCL	40	435	4.77e-107	microcystin	DCL	no subclass
C1293	NZ_CP042929.1.region005_1_1_40_479	nostopeptolide_C08_LCL	50	440	7.22e-136	nostopeptolide	LCL	no subclass
C1363	NZ_CP042929.1.region005_1_1_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1554	NZ_CP042929.1.region005_1_1_2148_2587	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1294	NZ_CP040340.1.region005_1_3_40_479	nostopeptolide_C08_LCL	50	440	7.22e-136	nostopeptolide	LCL	no subclass
C1359	NZ_CP040340.1.region005_1_3_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1552	NZ_CP040340.1.region005_1_3_2148_2587	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1292	NZ_CP034551.1.region005_1_4_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1365	NZ_CP034551.1.region005_1_4_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1522	NZ_CP034551.1.region005_1_4_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1291	NZ_CP026607.1.region005_3_2_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1358	NZ_CP026607.1.region005_3_2_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1513	NZ_CP026607.1.region005_3_2_2145_2584	anabaenopeptilide_C04_LCL	49	440	2.32e-126	anabaenopeptilide	LCL	no subclass
C1091	NZ_CP021061.1.region005_3_3_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1288	NZ_CP021061.1.region005_3_3_1102_1539	nostopeptolide_C03_LCL	48	439	3.10e-128	nostopeptolide	LCL	no subclass
C1530	NZ_CP021061.1.region005_3_3_2144_2583	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1300	NZ_CP017577.1.region004_1_2_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1357	NZ_CP017577.1.region004_1_2_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1521	NZ_CP017577.1.region004_1_2_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1296	NZ_CP016360.1.region005_1_4_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1361	NZ_CP016360.1.region005_1_4_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1545	NZ_CP016360.1.region005_1_4_2145_2584	anabaenopeptilide_C04_LCL	49	440	4.97e-127	anabaenopeptilide	LCL	no subclass
C1299	NZ_CP012691.1.region006_1_5_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1264	NZ_CP012691.1.region006_1_5_1102_1540	nostopeptolide_C07_LCL	49	439	2.23e-130	nostopeptolide	LCL	no subclass
C1493	NZ_CP012691.1.region006_1_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.45e-127	anabaenopeptilide	LCL	no subclass
C1105	NZ_CP011153.1.region006_1_5_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1316	NZ_CP011153.1.region006_1_5_1102_1540	nostopeptolide_C03_LCL	48	439	1.64e-130	nostopeptolide	LCL	no subclass
C1471	NZ_CP011153.1.region006_1_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.67e-128	anabaenopeptilide	LCL	no subclass
C1104	NZ_CP011151.1.region006_1_5_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1315	NZ_CP011151.1.region006_1_5_1102_1540	nostopeptolide_C03_LCL	48	439	1.64e-130	nostopeptolide	LCL	no subclass
C1470	NZ_CP011151.1.region006_1_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.67e-128	anabaenopeptilide	LCL	no subclass
C1301	NZ_AP022981.1.region005_1_4_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1356	NZ_AP022981.1.region005_1_4_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1555	NZ_AP022981.1.region005_1_4_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1295	NZ_AP022946.1.region005_1_2_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1362	NZ_AP022946.1.region005_1_2_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1542	NZ_AP022946.1.region005_1_2_2145_2584	anabaenopeptilide_C04_LCL	49	440	9.20e-127	anabaenopeptilide	LCL	no subclass
C1088	NC_022873.1.region006_1_5_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1394	NC_022873.1.region006_1_5_1102_1540	nostopeptolide_C03_LCL	48	439	4.87e-129	nostopeptolide	LCL	no subclass
C1534	NC_022873.1.region006_1_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	1.45e-127	anabaenopeptilide	LCL	no subclass
C1090	NC_020376.1.region005_3_3_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1287	NC_020376.1.region005_3_3_1102_1539	nostopeptolide_C03_LCL	48	439	3.10e-128	nostopeptolide	LCL	no subclass
C1531	NC_020376.1.region005_3_3_2144_2583	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1092	NC_018877.1.region005_2_4_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1290	NC_018877.1.region005_2_4_1102_1539	nostopeptolide_C03_LCL	48	439	3.10e-128	nostopeptolide	LCL	no subclass
C1535	NC_018877.1.region005_2_4_2144_2583	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1089	NC_017208.1.region005_2_3_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1289	NC_017208.1.region005_2_3_1102_1539	nostopeptolide_C03_LCL	48	439	3.10e-128	nostopeptolide	LCL	no subclass
C1536	NC_017208.1.region005_2_3_2144_2583	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1297	NC_014171.1.region005_1_1_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1354	NC_014171.1.region005_1_1_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1526	NC_014171.1.region005_1_1_2145_2584	anabaenopeptilide_C04_LCL	49	440	4.97e-127	anabaenopeptilide	LCL	no subclass
C1188	NC_011725.1.region005_1_2_40_479	nostopeptolide_C08_LCL	50	440	7.21e-136	nostopeptolide	LCL	no subclass
C1364	NC_011725.1.region005_1_2_1102_1540	nostopeptolide_C07_LCL	49	439	1.21e-130	nostopeptolide	LCL	no subclass
C1553	NC_011725.1.region005_1_2_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1164	NZ_CP097351.1.region005_1_3_40_479	nostopeptolide_C08_LCL	49	440	1.34e-135	nostopeptolide	LCL	no subclass
C1374	NZ_CP097351.1.region005_1_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.63e-129	nostopeptolide	LCL	no subclass
C1511	NZ_CP097351.1.region005_1_3_2145_2584	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1182	NZ_CP093928.1.region005_1_3_40_479	nostopeptolide_C08_LCL	49	440	1.34e-135	nostopeptolide	LCL	no subclass
C1381	NZ_CP093928.1.region005_1_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.63e-129	nostopeptolide	LCL	no subclass
C1524	NZ_CP093928.1.region005_1_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	6.76e-127	anabaenopeptilide	LCL	no subclass
C1186	NZ_CP091971.1.region003_1_3_40_479	nostopeptolide_C08_LCL	49	440	1.34e-135	nostopeptolide	LCL	no subclass
C1387	NZ_CP091971.1.region003_1_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.63e-129	nostopeptolide	LCL	no subclass
C1527	NZ_CP091971.1.region003_1_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	6.76e-127	anabaenopeptilide	LCL	no subclass
C1148	NZ_CP085406.1.region005_1_4_40_479	nostopeptolide_C08_LCL	50	440	1.34e-135	nostopeptolide	LCL	no subclass
C1348	NZ_CP085406.1.region005_1_4_1102_1540	nostopeptolide_C03_LCL	48	439	2.63e-129	nostopeptolide	LCL	no subclass
C1482	NZ_CP085406.1.region005_1_4_2145_2584	anabaenopeptilide_C03_LCL	49	440	1.45e-127	anabaenopeptilide	LCL	no subclass
C1339	NZ_CP070339.1.region006_4_5_40_479	nostopeptolide_C08_LCL	50	440	1.82e-135	nostopeptolide	LCL	no subclass
C1125	NZ_CP070339.1.region006_4_5_1102_1540	nostopeptolide_C03_LCL	48	439	7.66e-130	nostopeptolide	LCL	no subclass
C899	NZ_CP070339.1.region006_4_5_2145_2584	anabaenopeptilide_C03_LCL	50	440	9.03e-129	anabaenopeptilide	LCL	no subclass
C1192	NZ_CP068724.1.region005_1_3_40_479	nostopeptolide_C08_LCL	49	440	1.34e-135	nostopeptolide	LCL	no subclass
C1393	NZ_CP068724.1.region005_1_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.63e-129	nostopeptolide	LCL	no subclass
C1538	NZ_CP068724.1.region005_1_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	6.76e-127	anabaenopeptilide	LCL	no subclass
C1131	NZ_CP053954.1.region007_1_3_40_479	nostopeptolide_C08_LCL	49	440	1.82e-135	nostopeptolide	LCL	no subclass
C1345	NZ_CP053954.1.region007_1_3_1102_1540	nostopeptolide_C02_LCL	49	447	1.86e-129	nostopeptolide	LCL	no subclass
C888	NZ_CP053954.1.region007_1_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	2.68e-127	anabaenopeptilide	LCL	no subclass
C1129	NZ_CP053951.1.region006_6_3_40_479	nostopeptolide_C08_LCL	49	440	1.82e-135	nostopeptolide	LCL	no subclass
C1344	NZ_CP053951.1.region006_6_3_1102_1540	nostopeptolide_C02_LCL	49	447	1.86e-129	nostopeptolide	LCL	no subclass
C885	NZ_CP053951.1.region006_6_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	2.68e-127	anabaenopeptilide	LCL	no subclass
C1193	NZ_CP053289.1.region005_5_3_40_479	nostopeptolide_C08_LCL	49	440	1.34e-135	nostopeptolide	LCL	no subclass
C1384	NZ_CP053289.1.region005_5_3_1102_1540	nostopeptolide_C03_LCL	48	439	6.63e-129	nostopeptolide	LCL	no subclass
C1541	NZ_CP053289.1.region005_5_3_2145_2584	anabaenopeptilide_C03_LCL	49	440	6.76e-127	anabaenopeptilide	LCL	no subclass
C1222	NZ_CP040342.1.region007_5_3_40_479	nostopeptolide_C08_LCL	50	440	1.82e-135	nostopeptolide	LCL	no subclass
C979	NZ_CP040342.1.region007_5_3_1102_1540	nostopeptolide_C03_LCL	48	439	1.04e-129	nostopeptolide	LCL	no subclass
C693	NZ_CP040342.1.region007_5_3_2145_2584	anabaenopeptilide_C04_LCL	49	440	1.25e-126	anabaenopeptilide	LCL	no subclass
C1257	NZ_CP040334.1.region009_4_6_40_479	nostopeptolide_C08_LCL	50	440	1.34e-135	nostopeptolide	LCL	no subclass
C1057	NZ_CP040334.1.region009_4_6_1102_1540	nostopeptolide_C03_LCL	48	439	4.87e-129	nostopeptolide	LCL	no subclass
C1528	NZ_CP040334.1.region009_4_6_2145_2584	anabaenopeptilide_C03_LCL	50	440	2.28e-128	anabaenopeptilide	LCL	no subclass
C1256	NZ_CP026678.1.region012_4_5_40_479	nostopeptolide_C08_LCL	50	440	1.34e-135	nostopeptolide	LCL	no subclass
C1058	NZ_CP026678.1.region012_4_5_1102_1540	nostopeptolide_C03_LCL	48	439	1.04e-129	nostopeptolide	LCL	no subclass
